model,strategy,prompt_id,run_number,temperature,top_p,max_tokens,top_k,parsing_success,error_occurred,timeout_occurred,actions_count,error_type,total_duration_ms,generation_latency_ms,tokens_per_second,input_tokens,output_tokens,input_output_ratio,response_length_chars,explanation_quality_score,load_duration_ms,input_tokens_duration_ms,output_tokens_duration_ms
llama3.2:1b,batch_action_modular,001,9,0.7,0.9,500,0,True,False,False,1,,422.351841,388.831275,124.53452432479156,298,48,0.1610738255033557,173,0.825,31.710003,3.395989,385.435286
llama3.2:1b,batch_action_modular,001,10,0.7,0.9,500,0,True,False,False,2,,815.187032,784.966116,124.05387228938021,298,97,0.32550335570469796,370,0.5625,28.478552,3.047759,781.918357
llama3.2:1b,batch_action_modular,001,1,0.7,0.9,500,40,True,False,False,1,,473.873072,435.40063599999996,123.04151997786275,298,53,0.17785234899328858,194,1.0,36.673424,4.651731,430.748905
llama3.2:1b,batch_action_modular,001,2,0.7,0.9,500,40,True,False,False,1,,466.08626,428.829611,122.34410735618249,298,52,0.174496644295302,189,0.825,35.367227,3.798924,425.030687
llama3.2:1b,batch_action_modular,001,3,0.7,0.9,500,40,True,False,False,1,,442.530747,403.024883,120.32868230805002,298,48,0.1610738255033557,173,0.825,37.297967,4.117498,398.907385
llama3.2:1b,batch_action_modular,001,4,0.7,0.9,500,40,True,False,False,1,,392.77172,355.884402,122.36487804273929,298,43,0.14429530201342283,158,0.825,34.861767,4.476378,351.408024
llama3.2:1b,batch_action_modular,001,5,0.7,0.9,500,40,True,False,False,1,,472.819617,435.77180500000003,122.84461019041007,298,53,0.17785234899328858,193,1.0,35.341336,4.332445,431.43936
llama3.2:1b,batch_action_modular,001,6,0.7,0.9,500,40,True,False,False,3,,1134.845609,1098.1758539999998,123.27305769034461,298,135,0.45302013422818793,516,0.47500000000000003,34.932641,3.046046,1095.129808
llama3.2:1b,batch_action_modular,001,7,0.7,0.9,500,40,True,False,False,1,,466.678102,429.692008,122.5834658737591,298,52,0.174496644295302,182,0.6499999999999999,35.321919,5.491243,424.200765
llama3.2:1b,batch_action_modular,001,8,0.7,0.9,500,40,True,False,False,1,,430.11069,391.788052,123.53917372120817,298,48,0.1610738255033557,173,0.825,36.366739,3.247328,388.540724
llama3.2:1b,batch_action_modular,001,9,0.7,0.9,500,40,True,False,False,1,,460.233927,422.649427,121.88373200597903,298,51,0.17114093959731544,181,1.0,35.688634,4.217868,418.431559
llama3.2:1b,batch_action_modular,001,10,0.7,0.9,500,40,True,False,False,1,,410.7093,372.32245,120.04146068359111,298,44,0.1476510067114094,171,0.825,36.768071,5.782425,366.540025
llama3.2:1b,batch_action_modular,001,1,0.7,0.9,800,0,True,False,False,2,,996.444487,959.851309,123.36122711887073,298,118,0.3959731543624161,479,0.475,34.798856,3.310889,956.54042
llama3.2:1b,batch_action_modular,001,2,0.7,0.9,800,0,True,False,False,1,,419.29686,383.377089,121.06233663673937,298,46,0.15436241610738255,161,0.825,34.140637,3.407552,379.969537
llama3.2:1b,batch_action_modular,001,3,0.7,0.9,800,0,True,False,False,2,,1023.041697,986.452395,122.15090098036318,298,120,0.40268456375838924,522,0.5625,34.909677,4.060951,982.391444
llama3.2:1b,batch_action_modular,001,4,0.7,0.9,800,0,True,False,False,1,,568.49549,535.742514,122.26464067485806,298,65,0.2181208053691275,257,0.475,31.074833,4.108841,531.633673
llama3.2:1b,batch_action_modular,001,5,0.7,0.9,800,0,True,False,False,1,,426.759008,389.434897,124.32215578472119,298,48,0.1610738255033557,175,0.825,35.516123,3.341206,386.093691
llama3.2:1b,batch_action_modular,001,6,0.7,0.9,800,0,True,False,False,2,,692.705363,671.055842,122.9494949908719,298,82,0.2751677852348993,316,0.6499999999999999,19.392151,4.115323,666.940519
llama3.2:1b,batch_action_modular,001,7,0.7,0.9,800,0,True,False,False,1,,417.099679,386.06244499999997,121.14917918560394,298,46,0.15436241610738255,162,0.825,29.202725,6.365279,379.697166
llama3.2:1b,batch_action_modular,001,8,0.7,0.9,800,0,True,False,False,2,,705.225554,668.230575,124.89003432477702,298,83,0.2785234899328859,316,0.825,34.934652,3.645923,664.584652
llama3.2:1b,batch_action_modular,001,9,0.7,0.9,800,0,True,False,False,1,,496.053426,458.496603,123.0137056576861,298,56,0.18791946308724833,196,0.3,35.800813,3.262776,455.233827
llama3.2:1b,batch_action_modular,001,10,0.7,0.9,800,0,True,False,False,2,,795.701813,758.4421649999999,122.30808935492928,298,92,0.3087248322147651,353,0.7374999999999999,35.222226,6.243349,752.198816
llama3.2:1b,batch_action_modular,001,1,0.7,0.9,800,40,True,False,False,1,,447.961077,409.58435000000003,123.22882926433505,298,50,0.16778523489932887,184,0.6499999999999999,36.583196,3.835141,405.749209
llama3.2:1b,batch_action_modular,001,2,0.7,0.9,800,40,True,False,False,1,,431.38733,393.800833,123.15223414162524,298,48,0.1610738255033557,174,0.475,35.575865,4.039329,389.761504
llama3.2:1b,batch_action_modular,001,3,0.7,0.9,800,40,True,False,False,1,,440.786727,402.789251,120.35247297791743,298,48,0.1610738255033557,173,0.825,35.973488,3.96072,398.828531
llama3.2:1b,batch_action_modular,001,4,0.7,0.9,800,40,True,False,False,2,,824.464163,787.841053,123.72652007867451,298,97,0.32550335570469796,360,0.9125,34.702139,3.853918,783.987135
llama3.2:1b,batch_action_modular,001,5,0.7,0.9,800,40,True,False,False,1,,435.717513,397.52513799999997,122.46052836942032,298,48,0.1610738255033557,184,0.825,36.331677,5.562106,391.963032
llama3.2:1b,batch_action_modular,001,6,0.7,0.9,800,40,True,False,False,1,,481.835861,444.493537,122.56728175453048,298,54,0.18120805369127516,190,0.825,35.51575,3.919191,440.574346
llama3.2:1b,batch_action_modular,001,7,0.7,0.9,800,40,True,False,False,1,,377.233651,338.974179,122.39883518342457,298,41,0.13758389261744966,149,0.825,36.589996,4.003671,334.970508
llama3.2:1b,batch_action_modular,001,8,0.7,0.9,800,40,True,False,False,1,,458.990088,436.494145,124.58580784876608,298,54,0.18120805369127516,194,0.475,20.524927,3.057938,433.436207
llama3.2:1b,batch_action_modular,001,9,0.7,0.9,800,40,True,False,False,1,,572.602808,534.3440370000001,120.68880950540536,298,64,0.21476510067114093,244,0.475,36.488575,4.054607,530.28943
llama3.2:1b,batch_action_modular,001,10,0.7,0.9,800,40,True,False,False,2,,711.393071,673.907957,123.9371238121922,298,83,0.2785234899328859,324,0.6499999999999999,35.481275,4.213539,669.694418
llama3.2:1b,batch_action_modular,001,1,0.7,1.0,500,0,True,False,False,3,,993.16126,954.800847,124.07670397444959,298,118,0.3959731543624161,441,0.7666666666666666,36.48129,3.776229,951.024618
llama3.2:1b,batch_action_modular,001,2,0.7,1.0,500,0,True,False,False,2,,713.130192,675.899721,125.01021791107026,298,84,0.28187919463087246,318,0.9125,35.294721,3.954648,671.945073
llama3.2:1b,batch_action_modular,001,3,0.7,1.0,500,0,True,False,False,1,,467.109323,428.38536,120.26842412446587,298,51,0.17114093959731544,181,1.0,36.731194,4.333907,424.051453
llama3.2:1b,batch_action_modular,001,4,0.7,1.0,500,0,True,False,False,1,,418.335454,381.02700500000003,124.47508921089917,298,47,0.15771812080536912,150,0.6499999999999999,35.448001,3.441415,377.58559
llama3.2:1b,batch_action_modular,001,5,0.7,1.0,500,0,True,False,False,1,,427.027101,394.435817,122.95296064094887,298,48,0.1610738255033557,165,0.475,30.742589,4.042615,390.393202
llama3.2:1b,batch_action_modular,001,6,0.7,1.0,500,0,True,False,False,1,,465.609329,427.954384,122.70533994148154,298,52,0.174496644295302,188,1.0,35.576173,4.174946,423.779438
llama3.2:1b,batch_action_modular,001,7,0.7,1.0,500,0,True,False,False,2,,681.098325,642.06121,125.1843349111593,298,80,0.2684563758389262,310,0.825,37.055698,3.003615,639.057595
llama3.2:1b,batch_action_modular,001,8,0.7,1.0,500,0,True,False,False,1,,463.367055,425.700066,123.48340941739859,298,52,0.174496644295302,199,0.6499999999999999,35.636168,4.590864,421.109202
llama3.2:1b,batch_action_modular,001,9,0.7,1.0,500,0,True,False,False,1,,463.223184,440.898807,123.52105213438865,298,54,0.18120805369127516,201,0.475,20.249934,3.726365,437.172442
llama3.2:1b,batch_action_modular,001,10,0.7,1.0,500,0,True,False,False,1,,430.157411,392.563804,121.22395254483587,298,47,0.15771812080536912,168,0.825,35.420437,4.851648,387.712156
llama3.2:1b,batch_action_modular,001,1,0.7,1.0,500,40,True,False,False,1,,392.397706,355.921257,122.27979913489828,298,43,0.14429530201342283,154,0.6499999999999999,34.723014,4.268733,351.652524
llama3.2:1b,batch_action_modular,001,2,0.7,1.0,500,40,True,False,False,1,,415.894825,377.637089,122.99572549479221,298,46,0.15436241610738255,164,0.6499999999999999,36.328208,3.640352,373.996737
llama3.2:1b,batch_action_modular,001,3,0.7,1.0,500,40,True,False,False,1,,410.174066,372.89957400000003,122.020780947044,298,45,0.15100671140939598,153,0.6499999999999999,35.357708,4.109933,368.789641
llama3.2:1b,batch_action_modular,001,4,0.7,1.0,500,40,True,False,False,2,,939.495372,902.7873860000001,123.53530243463675,298,111,0.3724832214765101,407,0.825,34.892805,4.258805,898.528581
llama3.2:1b,batch_action_modular,001,5,0.7,1.0,500,40,True,False,False,2,,798.906192,760.521187,124.34141659289617,298,94,0.31543624161073824,364,0.825,36.011335,4.538164,755.983023
llama3.2:1b,batch_action_modular,001,6,0.7,1.0,500,40,True,False,False,2,,976.606467,939.451626,123.99767296132622,298,116,0.38926174496644295,499,0.6499999999999999,35.13917,3.950199,935.501427
llama3.2:1b,batch_action_modular,001,7,0.7,1.0,500,40,True,False,False,1,,423.789073,387.16400500000003,122.7006780554338,298,47,0.15771812080536912,161,0.6499999999999999,34.735005,4.118037,383.045968
llama3.2:1b,batch_action_modular,001,8,0.7,1.0,500,40,True,False,False,2,,840.334775,817.3247700000001,122.89396066584125,298,100,0.33557046979865773,358,0.7374999999999999,20.917248,3.615134,813.709636
llama3.2:1b,batch_action_modular,001,9,0.7,1.0,500,40,True,False,False,2,,646.809702,608.3022550000001,124.1029821968133,298,75,0.2516778523489933,281,0.6499999999999999,36.385714,3.965448,604.336807
llama3.2:1b,batch_action_modular,001,10,0.7,1.0,500,40,True,False,False,1,,417.059495,379.598443,122.42819645495904,298,46,0.15436241610738255,165,0.825,35.504974,3.868004,375.730439
llama3.2:1b,batch_action_modular,001,1,0.7,1.0,800,0,True,False,False,1,,378.779165,339.854108,122.04500757929264,298,41,0.13758389261744966,149,0.825,36.950714,3.912468,335.94164
llama3.2:1b,batch_action_modular,001,2,0.7,1.0,800,0,True,False,False,1,,491.790212,454.101569,122.24540782958411,298,55,0.18456375838926176,211,0.475,35.949677,4.186918,449.914651
llama3.2:1b,batch_action_modular,001,3,0.7,1.0,800,0,True,False,False,1,,425.745143,387.67326399999996,124.93058056607218,298,48,0.1610738255033557,173,0.825,36.481955,3.459889,384.213375
llama3.2:1b,batch_action_modular,001,4,0.7,1.0,800,0,True,False,False,1,,405.988245,383.942228,121.22953641801554,298,46,0.15436241610738255,169,0.6499999999999999,20.468797,4.496745,379.445483
llama3.2:1b,batch_action_modular,001,5,0.7,1.0,800,0,True,False,False,1,,457.508058,420.264148,124.69351981421875,298,52,0.174496644295302,188,1.0,35.405705,3.241675,417.022473
llama3.2:1b,batch_action_modular,001,6,0.7,1.0,800,0,True,False,False,1,,408.321814,371.33401,124.89008552535503,298,46,0.15436241610738255,159,0.825,34.966533,3.010137,368.323873
llama3.2:1b,batch_action_modular,001,7,0.7,1.0,800,0,True,False,False,2,,659.755454,622.923846,122.73853621223911,298,76,0.2550335570469799,284,0.7374999999999999,34.777985,3.721415,619.202431
llama3.2:1b,batch_action_modular,001,8,0.7,1.0,800,0,True,False,False,2,,799.89382,760.057585,124.37280563783092,298,94,0.31543624161073824,363,0.6499999999999999,37.914952,4.265356,755.792229
llama3.2:1b,batch_action_modular,001,9,0.7,1.0,800,0,True,False,False,1,,543.523204,505.901559,123.58048922238808,298,62,0.2080536912751678,242,0.475,35.669525,4.204241,501.697318
llama3.2:1b,batch_action_modular,001,10,0.7,1.0,800,0,True,False,False,1,,465.376877,426.743034,122.99103923475884,298,52,0.174496644295302,190,0.475,36.63837,3.948005,422.795029
llama3.2:1b,batch_action_modular,001,1,0.7,1.0,800,40,True,False,False,1,,447.600487,410.351998,123.01039360575442,298,50,0.16778523489932887,181,0.6499999999999999,35.481168,3.88228,406.469718
llama3.2:1b,batch_action_modular,001,2,0.7,1.0,800,40,True,False,False,1,,457.017021,419.67796300000003,124.88431059697339,298,52,0.174496644295302,192,0.825,35.403889,3.292592,416.385371
llama3.2:1b,batch_action_modular,001,3,0.7,1.0,800,40,True,False,False,1,,456.915346,418.975049,122.88999297702968,298,51,0.17114093959731544,181,1.0,36.008224,3.969736,415.005313
llama3.2:1b,batch_action_modular,001,4,0.7,1.0,800,40,True,False,False,1,,377.605638,347.87268,122.12164906736204,298,42,0.14093959731543623,139,0.6499999999999999,27.837836,3.953315,343.919365
llama3.2:1b,batch_action_modular,001,5,0.7,1.0,800,40,True,False,False,1,,515.077757,475.14025300000003,123.17723966644368,298,58,0.19463087248322147,230,0.6499999999999999,37.761499,4.274043,470.86621
llama3.2:1b,batch_action_modular,001,6,0.7,1.0,800,40,True,False,False,2,,742.790259,704.674089,124.19581798162984,298,87,0.29194630872483224,334,0.7374999999999999,36.180831,4.16741,700.506679
llama3.2:1b,batch_action_modular,001,7,0.7,1.0,800,40,True,False,False,1,,430.968725,391.916029,123.60349392777364,298,48,0.1610738255033557,171,0.825,37.127526,3.577492,388.338537
llama3.2:1b,batch_action_modular,001,8,0.7,1.0,800,40,True,False,False,1,,416.52443,378.491067,122.87790952150655,298,46,0.15436241610738255,161,0.6499999999999999,35.767036,4.13574,374.355327
llama3.2:1b,batch_action_modular,001,9,0.7,1.0,800,40,True,False,False,1,,462.897449,425.35634,123.5481253924138,298,52,0.174496644295302,188,1.0,35.941285,4.46772,420.88862
llama3.2:1b,batch_action_modular,001,10,0.7,1.0,800,40,True,False,False,1,,425.342433,387.16116999999997,125.07380755211649,298,48,0.1610738255033557,173,0.825,36.286541,3.387773,383.773397
